"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rpl23a.1",0,1.51446982639658,1,0.852,0,"G1","Rpl23a"
"Anp32b.1",0,1.50967005838221,0.999,0.247,0,"G1","Anp32b"
"Rps29.1",0,1.5074700024708,1,0.976,0,"G1","Rps29"
"Rpl18.1",0,1.50564296952829,1,0.738,0,"G1","Rpl18"
"Ybx1.1",0,1.50096537979279,0.999,0.498,0,"G1","Ybx1"
"mt-Nd3.1",0,1.48834573225368,0.988,0.146,0,"G1","mt-Nd3"
"Rps27l.1",0,1.48581714295691,0.997,0.306,0,"G1","Rps27l"
"Rps10.1",0,1.48326218150917,1,0.827,0,"G1","Rps10"
"Dbi.1",0,1.48238762153759,0.993,0.202,0,"G1","Dbi"
"Naca.1",0,1.48121351752643,0.999,0.513,0,"G1","Naca"
"Tuba1b.1",0,1.47180225867127,0.988,0.184,0,"G1","Tuba1b"
"Manf",0,1.46847697914251,0.987,0.128,0,"G1","Manf"
"Rpl30.1",0,1.46363207030904,1,0.734,0,"G1","Rpl30"
"Rps26.1",0,1.45702621767204,1,0.692,0,"G1","Rps26"
"Xist.1",0,1.45694205278439,0.99,0.314,0,"G1","Xist"
"Rpl24.1",0,1.45194745366314,1,0.733,0,"G1","Rpl24"
"Rps25.1",0,1.43202583352804,1,0.901,0,"G1","Rps25"
"Rpl29.1",0,1.43033348489457,0.999,0.643,0,"G1","Rpl29"
"Stmn1.1",0,1.42838314621698,0.996,0.185,0,"G1","Stmn1"
"Rps13.1",0,1.42589100274181,1,0.839,0,"G1","Rps13"
"Pebp1.1",0,1.42239831265666,0.982,0.118,0,"G1","Pebp1"
"Atp5g2.1",0,1.41736500751364,0.994,0.265,0,"G1","Atp5g2"
"Pdia6",0,1.41586618747713,0.985,0.102,0,"G1","Pdia6"
"2700094K13Rik.1",0,1.40627952685199,0.993,0.106,0,"G1","2700094K13Rik"
"Rps16.1",0,1.39158471135726,1,0.951,0,"G1","Rps16"
"Hspa5",0,1.38954559132411,0.996,0.271,0,"G1","Hspa5"
"Atpif1.1",0,1.37194647673047,0.999,0.359,0,"G1","Atpif1"
"Rpl35a.1",0,1.371694050138,1,0.914,0,"G1","Rpl35a"
"Rpl38.1",0,1.36904052567257,1,0.804,0,"G1","Rpl38"
"P4hb",0,1.36690353464077,0.981,0.12,0,"G1","P4hb"
"Dut.1",0,1.35745695174086,0.987,0.095,0,"G1","Dut"
"mt-Co1.1",0,1.3572503782582,0.999,0.844,0,"G1","mt-Co1"
"Rpl18a.1",0,1.35681931300596,1,0.963,0,"G1","Rpl18a"
"Ndufa4.1",0,1.34734309755007,0.996,0.36,0,"G1","Ndufa4"
"Sec61g",0,1.33585085546963,0.999,0.455,0,"G1","Sec61g"
"Rps14.1",0,1.33503562521897,1,0.937,0,"G1","Rps14"
"Tmem256.1",0,1.33345729874066,0.996,0.178,0,"G1","Tmem256"
"Rpl21.1",0,1.33312898272266,1,0.82,0,"G1","Rpl21"
"Snrpg.1",0,1.32900718378642,0.997,0.244,0,"G1","Snrpg"
"Srsf3.1",0,1.31830467610982,0.99,0.25,0,"G1","Srsf3"
"Rps12-ps3.1",0,1.31331683333029,0.997,0.445,0,"G1","Rps12-ps3"
"Rpl41.1",0,1.30201767146806,1,0.986,0,"G1","Rpl41"
"Slc25a5.1",0,1.30065032605316,0.999,0.486,0,"G1","Slc25a5"
"Rpl34.1",0,1.29851766204248,0.999,0.864,0,"G1","Rpl34"
"Cycs",0,1.29614769509579,0.994,0.222,0,"G1","Cycs"
"Bola2.1",0,1.29357441239636,0.99,0.146,0,"G1","Bola2"
"Snrpd1.1",0,1.29198139010744,0.991,0.132,0,"G1","Snrpd1"
"AI662270.1",0,1.27906936202742,0.984,0.11,0,"G1","AI662270"
"Snrpd2.1",0,1.27797982283578,0.99,0.201,0,"G1","Snrpd2"
"Hnrnpa1.1",0,1.25183889909501,0.981,0.135,0,"G1","Hnrnpa1"
"Rpl37a.1",0,1.24935613713732,1,0.966,0,"G1","Rpl37a"
"Dek.1",0,1.23453592209392,0.99,0.148,0,"G1","Dek"
"Snrpe.1",0,1.23414106796986,0.991,0.232,0,"G1","Snrpe"
"Pdia3",0,1.22818583008034,0.981,0.177,0,"G1","Pdia3"
"Tmed3",0,1.22538418884194,0.987,0.204,0,"G1","Tmed3"
"Igfbp4.1",0,1.22476762201786,0.985,0.076,0,"G1","Igfbp4"
"Hmgb1.1",0,1.22113849297858,1,0.517,0,"G1","Hmgb1"
"Cdk6.1",0,1.22026769805337,0.972,0.072,0,"G1","Cdk6"
"Nhp2.1",0,1.21607520930642,0.982,0.095,0,"G1","Nhp2"
"Nap1l1.1",0,1.21450742319448,0.987,0.173,0,"G1","Nap1l1"
"Eif5a.1",0,1.21415395509201,1,0.553,0,"G1","Eif5a"
"Dtymk.1",0,1.20697166483083,0.982,0.098,0,"G1","Dtymk"
"Sec61b",0,1.20554089948465,1,0.704,0,"G1","Sec61b"
"Eif3i.1",0,1.19918789992831,0.981,0.112,0,"G1","Eif3i"
"Tmed9",0,1.19117268693919,0.981,0.167,0,"G1","Tmed9"
"Cks1b.1",0,1.18785417267771,0.99,0.1,0,"G1","Cks1b"
"Npm3.1",0,1.18278604015391,0.966,0.092,0,"G1","Npm3"
"Metap2.1",0,1.1813562194706,0.984,0.145,0,"G1","Metap2"
"Hnrnpab.1",0,1.1804553186864,0.976,0.162,0,"G1","Hnrnpab"
"Ramp1.1",0,1.16213743764553,0.991,0.288,0,"G1","Ramp1"
"Tpt1.1",0,1.15498374777084,1,0.882,0,"G1","Tpt1"
"Eif4a1.1",0,1.14385800771245,0.993,0.322,0,"G1","Eif4a1"
"Cmtm7",0,1.14275491065561,0.996,0.5,0,"G1","Cmtm7"
"Rpl9.1",0,1.14168236233898,1,0.925,0,"G1","Rpl9"
"Park7.1",0,1.13209500902512,0.99,0.26,0,"G1","Park7"
"Ssr2",0,1.1281912489133,0.991,0.117,0,"G1","Ssr2"
"Uqcrb",0,1.11604197808781,0.996,0.326,0,"G1","Uqcrb"
"Swi5.1",0,1.11354186761233,0.994,0.258,0,"G1","Swi5"
"Lsm6",0,1.10822287561554,0.993,0.19,0,"G1","Lsm6"
"Atp5a1.1",0,1.10093294203096,0.984,0.277,0,"G1","Atp5a1"
"Timm13.1",0,1.09967644310351,0.991,0.196,0,"G1","Timm13"
"Rpl17.1",0,1.09095334017963,1,0.942,0,"G1","Rpl17"
"G3bp1.1",0,1.08788046687072,0.972,0.093,0,"G1","G3bp1"
"Slc25a3.1",0,1.08372519549302,0.991,0.36,0,"G1","Slc25a3"
"Eif3c.1",0,1.08333773786276,0.968,0.165,0,"G1","Eif3c"
"Atp5b.1",0,1.08165985502608,0.999,0.489,0,"G1","Atp5b"
"Pabpc1.1",0,1.07520923068949,0.999,0.552,0,"G1","Pabpc1"
"Eif3a.1",0,1.07332954346455,0.971,0.154,0,"G1","Eif3a"
"Cox5a",0,1.07332144011644,0.999,0.44,0,"G1","Cox5a"
"Ndufb5.1",0,1.06874597200028,0.988,0.204,0,"G1","Ndufb5"
"Canx",0,1.06846036714316,0.984,0.15,0,"G1","Canx"
"Btf3.1",0,1.06549757954838,0.999,0.607,0,"G1","Btf3"
"Eif2s2.1",0,1.05932402096333,0.991,0.225,0,"G1","Eif2s2"
"Hdgf.1",0,1.0564251431234,0.969,0.126,0,"G1","Hdgf"
"Atp5g3.1",0,1.05482098386201,0.985,0.227,0,"G1","Atp5g3"
"Ddost",0,1.05360289672177,0.979,0.102,0,"G1","Ddost"
"Pgls",0,1.05045102282346,0.99,0.304,0,"G1","Pgls"
"Tomm20.1",0,1.04653994127647,0.99,0.233,0,"G1","Tomm20"
"Eif3e.1",0,1.04644486848634,0.981,0.141,0,"G1","Eif3e"
"Ap3s1",0,1.03062437251975,0.996,0.398,0,"G1","Ap3s1"
"Dad1",0,1.02534936774466,0.987,0.188,0,"G1","Dad1"
"Hspa8.1",0,1.02475923822313,1,0.764,0,"G1","Hspa8"
"Eef2.1",0,1.01621357825467,0.996,0.492,0,"G1","Eef2"
"Hnrnpa3.1",0,1.01119369245546,0.994,0.362,0,"G1","Hnrnpa3"
"Dpy30",0,1.00746423731401,0.987,0.132,0,"G1","Dpy30"
"Rpn2",0,1.00494972690216,0.969,0.107,0,"G1","Rpn2"
"Hnrnpa2b1.1",0,1.00139546122311,1,0.493,0,"G1","Hnrnpa2b1"
"Ndufc1",0,0.999132259127315,0.985,0.188,0,"G1","Ndufc1"
"Uqcr11",0,0.992709135900992,0.996,0.412,0,"G1","Uqcr11"
"Mrpl18",0,0.992653338594229,0.991,0.187,0,"G1","Mrpl18"
"H2afz.1",0,0.982092109394559,0.999,0.704,0,"G1","H2afz"
"Banf1.1",0,0.980121348098022,0.968,0.129,0,"G1","Banf1"
"Eef1d.1",0,0.976437009359855,0.972,0.22,0,"G1","Eef1d"
"Ndufc2.1",0,0.97563037901776,0.985,0.16,0,"G1","Ndufc2"
"Ndufab1.1",0,0.968382217100487,0.973,0.145,0,"G1","Ndufab1"
"mt-Nd5.1",0,0.965390157091218,0.972,0.147,0,"G1","mt-Nd5"
"Srsf2.1",0,0.962826629174221,0.993,0.295,0,"G1","Srsf2"
"Rbm3.1",0,0.952988529832869,0.994,0.439,0,"G1","Rbm3"
"Srsf7",0,0.951593559355102,0.984,0.177,0,"G1","Srsf7"
"Ndufb2",0,0.949277383773983,0.988,0.17,0,"G1","Ndufb2"
"Siva1",0,0.946507283326477,0.984,0.185,0,"G1","Siva1"
"Spcs2",0,0.945594869908949,0.99,0.246,0,"G1","Spcs2"
"Snrpb.1",0,0.941130845100688,0.987,0.304,0,"G1","Snrpb"
"Gm10073.1",0,0.940147737891853,0.987,0.211,0,"G1","Gm10073"
"Rps27a.1",0,0.930877133958365,1,0.995,0,"G1","Rps27a"
"Psma7",0,0.917987516768551,0.994,0.427,0,"G1","Psma7"
"Tpi1",0,0.914992870681086,0.984,0.232,0,"G1","Tpi1"
"Eif3h.1",0,0.914493275357985,0.99,0.311,0,"G1","Eif3h"
"Ppib",0,0.912916382007685,0.99,0.324,0,"G1","Ppib"
"Gm9493.1",0,0.907529436949218,0.997,0.244,0,"G1","Gm9493"
"Mrps14",0,0.895684272356644,0.988,0.201,0,"G1","Mrps14"
"Psma4.1",0,0.895200837890975,0.988,0.189,0,"G1","Psma4"
"Sep15",0,0.894167348743109,0.988,0.292,0,"G1","Sep15"
"U2af1.1",0,0.882294302978947,0.981,0.245,0,"G1","U2af1"
"Lsm4",0,0.881400267495091,0.985,0.221,0,"G1","Lsm4"
"Lsm5",0,0.865988142451754,0.988,0.165,0,"G1","Lsm5"
"Eif3k.1",0,0.865901099906343,0.997,0.411,0,"G1","Eif3k"
"Tpr.1",0,0.860110826044711,0.979,0.204,0,"G1","Tpr"
"Ostc",0,0.85750750277116,0.981,0.21,0,"G1","Ostc"
"Tagln2.1",0,0.84155053476672,0.991,0.264,0,"G1","Tagln2"
"2010107E04Rik",0,0.832336145222317,0.999,0.478,0,"G1","2010107E04Rik"
"Rpl27",0,0.829707263733775,1,0.732,0,"G1","Rpl27"
"Stra13",0,0.818866480209858,0.975,0.157,0,"G1","Stra13"
"Pgam1",0,0.8171672794613,0.993,0.43,0,"G1","Pgam1"
"Cox6c",0,0.814397138141993,0.997,0.63,0,"G1","Cox6c"
"Zfp706",0,0.814186796846274,0.993,0.228,0,"G1","Zfp706"
"Romo1",0,0.810182481441552,0.982,0.232,0,"G1","Romo1"
"Uqcrq",0,0.809938275237337,0.999,0.489,0,"G1","Uqcrq"
"Rpl23a-ps3.1",0,0.809026690547211,0.996,0.474,0,"G1","Rpl23a-ps3"
"Cnbp.1",0,0.80894826648061,0.988,0.27,0,"G1","Cnbp"
"Cox7c",0,0.80859885518327,0.999,0.578,0,"G1","Cox7c"
"Ndufb8",0,0.808266115505361,0.99,0.33,0,"G1","Ndufb8"
"Tra2b.1",0,0.802137407386413,0.987,0.215,0,"G1","Tra2b"
"Psmb6",0,0.801551552167281,0.981,0.242,0,"G1","Psmb6"
"Ndufa11",0,0.800255941715513,0.981,0.189,0,"G1","Ndufa11"
"H2afv.1",0,0.796199400816254,0.987,0.27,0,"G1","H2afv"
"St13.1",0,0.795157783198715,0.984,0.148,0,"G1","St13"
"Sumo2.1",0,0.788811482592306,0.99,0.403,0,"G1","Sumo2"
"Ndufb3",0,0.780822259640085,0.997,0.297,0,"G1","Ndufb3"
"Ywhae.1",0,0.770394876731586,0.991,0.313,0,"G1","Ywhae"
"Mrps33.1",0,0.769075198125458,0.978,0.176,0,"G1","Mrps33"
"Pcbp1.1",0,0.768652821694006,0.988,0.293,0,"G1","Pcbp1"
"Psmb2",0,0.746657713050056,0.988,0.279,0,"G1","Psmb2"
"Lamtor2",0,0.742041007493533,0.991,0.363,0,"G1","Lamtor2"
"Psmb1",0,0.73448967531785,0.988,0.383,0,"G1","Psmb1"
"Atp5k",0,0.732617242722724,0.997,0.464,0,"G1","Atp5k"
"Psmb5",0,0.726914866051181,0.982,0.314,0,"G1","Psmb5"
"Eif3f.1",0,0.723683061633501,0.994,0.462,0,"G1","Eif3f"
"Chchd2",0,0.722469853024798,1,0.75,0,"G1","Chchd2"
"Rpl37.1",0,0.708028577557918,1,0.986,0,"G1","Rpl37"
"Atp5d",0,0.694250461757703,0.985,0.358,0,"G1","Atp5d"
"Slc15a3",0,-0.696500142801835,0.072,0.237,0,"G1","Slc15a3"
"4833407H14Rik",0,-0.716402870557545,0.025,0.213,0,"G1","4833407H14Rik"
"Fas.1",0,-0.731276510650566,0.103,0.256,0,"G1","Fas"
"Entpd1.1",0,-0.735764454072235,0.083,0.237,0,"G1","Entpd1"
"Ccdc180.1",0,-0.745193271503983,0.084,0.258,0,"G1","Ccdc180"
"Gm17619.1",0,-0.767990145917761,0.044,0.215,0,"G1","Gm17619"
"Pbx1",0,-0.773420295507854,0.202,0.351,0,"G1","Pbx1"
"Sfxn5.1",0,-0.781563922303208,0.028,0.225,0,"G1","Sfxn5"
"Gcnt2",0,-0.793214064274206,0.122,0.263,0,"G1","Gcnt2"
"Rasgrp4.1",0,-0.793987361462541,0.081,0.342,0,"G1","Rasgrp4"
"Acta2.1",0,-0.825621565163307,0.013,0.241,0,"G1","Acta2"
"Myadm.1",0,-0.831126097583538,0.078,0.254,0,"G1","Myadm"
"Stx11.1",0,-0.833637097725209,0.215,0.385,0,"G1","Stx11"
"St3gal5.1",0,-0.854353656454892,0.091,0.364,0,"G1","St3gal5"
"Ets2.1",0,-0.868373704309062,0.289,0.333,0,"G1","Ets2"
"Cmtm6.1",0,-0.872506310172452,0.412,0.431,0,"G1","Cmtm6"
"Pilrb2.1",0,-0.873533277259001,0.286,0.433,0,"G1","Pilrb2"
"Lpcat2.1",0,-0.880372335499882,0.224,0.381,0,"G1","Lpcat2"
"Trem1.1",0,-0.890252972242889,0.276,0.367,0,"G1","Trem1"
"Fcgr4.1",0,-0.89109393209715,0.114,0.338,0,"G1","Fcgr4"
"Ptafr.1",0,-0.891936408813565,0.077,0.294,0,"G1","Ptafr"
"Pi16.1",0,-0.8936502462995,0.341,0.451,0,"G1","Pi16"
"Bst1.1",0,-0.894084132549828,0.027,0.311,0,"G1","Bst1"
"Timp2.1",0,-0.909193791991122,0.108,0.367,0,"G1","Timp2"
"Oasl2",0,-0.91561881075153,0.099,0.266,0,"G1","Oasl2"
"Snx20.1",0,-0.924058384347864,0.375,0.41,0,"G1","Snx20"
"Glipr2.1",0,-0.924908224674764,0.292,0.47,0,"G1","Glipr2"
"Siglece.1",0,-0.926829919274509,0.235,0.426,0,"G1","Siglece"
"Lilr4b.1",0,-0.927165522484404,0.112,0.38,0,"G1","Lilr4b"
"Cd300lb.1",0,-0.928347376206631,0.09,0.351,0,"G1","Cd300lb"
"Slc2a3",0,-0.92958554075112,0.146,0.405,0,"G1","Slc2a3"
"Fpr1.1",0,-0.932865647029376,0.034,0.348,0,"G1","Fpr1"
"Padi4.1",0,-0.938303822372942,0.153,0.437,0,"G1","Padi4"
"Fbxl5.1",0,-0.951792672341436,0.347,0.418,0,"G1","Fbxl5"
"Fgr.1",0,-0.952273845065405,0.142,0.415,0,"G1","Fgr"
"Fyb",0,-0.957821583468725,0.354,0.432,0,"G1","Fyb"
"Ceacam10.1",0,-0.965707435307515,0.047,0.377,0,"G1","Ceacam10"
"Adam8.1",0,-0.97047221465153,0.117,0.4,0,"G1","Adam8"
"Slfn4.1",0,-0.972969799018496,0.128,0.368,0,"G1","Slfn4"
"Plek",0,-0.98214438085428,0.198,0.415,0,"G1","Plek"
"AF251705.1",0,-0.992851860391622,0.093,0.334,0,"G1","AF251705"
"Arrdc3.1",0,-0.996806889293587,0.181,0.324,0,"G1","Arrdc3"
"Gpcpd1.1",0,-0.999362715259023,0.214,0.364,0,"G1","Gpcpd1"
"Ccpg1.1",0,-1.00350409091131,0.276,0.416,0,"G1","Ccpg1"
"Ier5.1",0,-1.05490890366385,0.308,0.413,0,"G1","Ier5"
"Hacd4.1",0,-1.09768416569522,0.1,0.435,0,"G1","Hacd4"
"Marcks.1",0,-1.0995634442879,0.254,0.368,0,"G1","Marcks"
"Snap23.1",0,-1.09981381979775,0.55,0.498,0,"G1","Snap23"
"Il1rn.1",0,-1.10586955826993,0.037,0.399,0,"G1","Il1rn"
"Card19.1",0,-1.11599539618935,0.59,0.583,0,"G1","Card19"
"Gadd45a.1",0,-1.13465999245456,0.417,0.514,0,"G1","Gadd45a"
"Ncf2.1",0,-1.13502914773852,0.919,0.803,0,"G1","Ncf2"
"Sirpb1c.1",0,-1.14243294367051,0.012,0.305,0,"G1","Sirpb1c"
"Slc7a11.1",0,-1.145611703738,0.134,0.352,0,"G1","Slc7a11"
"Klf3.1",0,-1.1501807352918,0.423,0.477,0,"G1","Klf3"
"Sorl1.1",0,-1.15373496094972,0.602,0.602,0,"G1","Sorl1"
"Actg1.1",0,-1.1681881708859,1,0.997,0,"G1","Actg1"
"Tgfbi.1",0,-1.17699216308598,0.209,0.453,0,"G1","Tgfbi"
"Plbd1.1",0,-1.1789704082383,0.137,0.534,0,"G1","Plbd1"
"Fosl2.1",0,-1.19460364395452,0.251,0.481,0,"G1","Fosl2"
"Lilrb4a.1",0,-1.19514732293293,0.168,0.522,0,"G1","Lilrb4a"
"Gsn.1",0,-1.19875088196292,0.385,0.617,0,"G1","Gsn"
"Trim30b.1",0,-1.21326644707592,0.029,0.419,0,"G1","Trim30b"
"Tspan13",0,-1.21354310939864,0.223,0.411,0,"G1","Tspan13"
"R3hdm4.1",0,-1.2196059447916,0.763,0.709,0,"G1","R3hdm4"
"Sh3glb1",0,-1.23739664188067,0.472,0.624,0,"G1","Sh3glb1"
"Itgb2.1",0,-1.24125038817764,0.518,0.701,0,"G1","Itgb2"
"Tpm4.1",0,-1.24356006080959,0.249,0.508,0,"G1","Tpm4"
"Picalm.1",0,-1.24541514611167,0.419,0.513,0,"G1","Picalm"
"Plp2.1",0,-1.24685472155115,0.354,0.633,0,"G1","Plp2"
"Hcst.1",0,-1.25049009591373,0.855,0.809,0,"G1","Hcst"
"Gm26740.1",0,-1.25463926438813,0.199,0.512,0,"G1","Gm26740"
"Cd300lf.1",0,-1.25773545380789,0.118,0.53,0,"G1","Cd300lf"
"Cd177.1",0,-1.25959651984078,0.354,0.448,0,"G1","Cd177"
"AB124611.1",0,-1.26490939417005,0.537,0.697,0,"G1","AB124611"
"Fpr2.1",0,-1.26834868430986,0.119,0.536,0,"G1","Fpr2"
"Thbs1.1",0,-1.2748089126282,0.254,0.391,0,"G1","Thbs1"
"AA467197.1",0,-1.27583011481403,0.158,0.46,0,"G1","AA467197"
"Gm5150.1",0,-1.27738210163518,0.021,0.378,0,"G1","Gm5150"
"Gabarap.1",0,-1.27926122437196,0.993,0.967,0,"G1","Gabarap"
"Chil1.1",0,-1.27979097595451,0.168,0.558,0,"G1","Chil1"
"Cytip.1",0,-1.28305713979637,0.524,0.572,0,"G1","Cytip"
"Cd53.1",0,-1.29492191182495,0.795,0.798,0,"G1","Cd53"
"Zyx.1",0,-1.29631308414853,0.72,0.719,0,"G1","Zyx"
"Rdh12.1",0,-1.30087204091238,0.245,0.499,0,"G1","Rdh12"
"Lcp1.1",0,-1.31984216258076,0.973,0.917,0,"G1","Lcp1"
"Pirb.1",0,-1.32338387374405,0.153,0.591,0,"G1","Pirb"
"Adipor1.1",0,-1.32434619147219,0.891,0.813,0,"G1","Adipor1"
"Samhd1.1",0,-1.32647577712041,0.529,0.624,0,"G1","Samhd1"
"Asprv1.1",0,-1.33937381960854,0.028,0.324,0,"G1","Asprv1"
"Ftl1.1",0,-1.33973636327967,1,1,0,"G1","Ftl1"
"Taldo1.1",0,-1.37319289644569,0.997,0.989,0,"G1","Taldo1"
"Cd33.1",0,-1.381776356039,0.143,0.601,0,"G1","Cd33"
"Txnip.1",0,-1.39047696847836,0.434,0.583,0,"G1","Txnip"
"Ctsd.1",0,-1.39163719081868,0.953,0.838,0,"G1","Ctsd"
"Clec4e.1",0,-1.39361717290797,0.351,0.572,0,"G1","Clec4e"
"Mcl1.1",0,-1.40260711759797,0.729,0.697,0,"G1","Mcl1"
"Ltb.1",0,-1.42994546627746,0.083,0.545,0,"G1","Ltb"
"Plaur.1",0,-1.4308984187554,0.398,0.655,0,"G1","Plaur"
"Il1f9.1",0,-1.43523145882953,0.096,0.494,0,"G1","Il1f9"
"Dhrs7.1",0,-1.4393452414674,0.58,0.742,0,"G1","Dhrs7"
"Arg2.1",0,-1.44464884115883,0.035,0.487,0,"G1","Arg2"
"Litaf.1",0,-1.44563196977049,0.497,0.67,0,"G1","Litaf"
"Gpsm3.1",0,-1.45386168765344,0.848,0.864,0,"G1","Gpsm3"
"Cyp4f18.1",0,-1.47628022143193,0.115,0.525,0,"G1","Cyp4f18"
"Ptprc.1",0,-1.48301546348924,0.786,0.81,0,"G1","Ptprc"
"Tpd52.1",0,-1.48462580586,0.487,0.626,0,"G1","Tpd52"
"Map1lc3b.1",0,-1.51872067381985,0.957,0.894,0,"G1","Map1lc3b"
"Sirpb1b.1",0,-1.52456347089584,0.015,0.456,0,"G1","Sirpb1b"
"Il1r2.1",0,-1.52460862870171,0.139,0.591,0,"G1","Il1r2"
"Btg2.1",0,-1.52759225674265,0.506,0.641,0,"G1","Btg2"
"Rgs2.1",0,-1.52857492247145,0.723,0.724,0,"G1","Rgs2"
"Cd300ld.1",0,-1.55039230289433,0.041,0.51,0,"G1","Cd300ld"
"1600010M07Rik.1",0,-1.55118614860945,0.068,0.521,0,"G1","1600010M07Rik"
"Alox5ap.1",0,-1.57053315354954,0.99,0.987,0,"G1","Alox5ap"
"Selplg.1",0,-1.57267499111144,0.801,0.788,0,"G1","Selplg"
"Slc16a3.1",0,-1.58381818564483,0.36,0.637,0,"G1","Slc16a3"
"Lrg1.1",0,-1.58767597790025,0.457,0.669,0,"G1","Lrg1"
"H2-D1.1",0,-1.59043297310308,0.996,0.996,0,"G1","H2-D1"
"Klf2.1",0,-1.59308297425401,0.242,0.627,0,"G1","Klf2"
"Slfn1.1",0,-1.59373573154141,0.08,0.59,0,"G1","Slfn1"
"Amica1.1",0,-1.59780478014911,0.074,0.5,0,"G1","Amica1"
"2310001H17Rik.1",0,-1.60584392269748,0.546,0.714,0,"G1","2310001H17Rik"
"Ccr1.1",0,-1.6133978325673,0.103,0.616,0,"G1","Ccr1"
"H2-Q10.1",0,-1.62446409866622,0.05,0.46,0,"G1","H2-Q10"
"Rtp4.1",0,-1.63147255447631,0.087,0.493,0,"G1","Rtp4"
"Hdc.1",0,-1.64911795185405,0.794,0.84,0,"G1","Hdc"
"Pla2g7.1",0,-1.66719700662576,0.027,0.474,0,"G1","Pla2g7"
"Cd9.1",0,-1.6809600072567,0.661,0.856,0,"G1","Cd9"
"Ly6g.1",0,-1.68115830464842,0.221,0.496,0,"G1","Ly6g"
"Pilra.1",0,-1.71570572154972,0.251,0.747,0,"G1","Pilra"
"Ypel3.1",0,-1.7190598719028,0.442,0.759,0,"G1","Ypel3"
"Tmcc1.1",0,-1.73044936114981,0.344,0.758,0,"G1","Tmcc1"
"Fth1.1",0,-1.73311782641035,0.997,0.999,0,"G1","Fth1"
"Csf3r.1",0,-1.78771364957903,0.721,0.736,0,"G1","Csf3r"
"Stk17b.1",0,-1.79267721260728,0.509,0.769,0,"G1","Stk17b"
"Tsc22d3.1",0,-1.80348508751703,0.653,0.794,0,"G1","Tsc22d3"
"C5ar1.1",0,-1.81765716808926,0.133,0.76,0,"G1","C5ar1"
"Prr13.1",0,-1.82064698784339,0.832,0.882,0,"G1","Prr13"
"Ifitm3.1",0,-1.85209431443862,0.857,0.947,0,"G1","Ifitm3"
"Junb.1",0,-1.85583755906541,0.764,0.774,0,"G1","Junb"
"Slfn2.1",0,-1.86862414722262,0.556,0.862,0,"G1","Slfn2"
"Mcemp1.1",0,-1.87116231821812,0.645,0.883,0,"G1","Mcemp1"
"Mxd1.1",0,-1.88034138905796,0.35,0.795,0,"G1","Mxd1"
"Lgals3.1",0,-1.88046102925178,0.453,0.786,0,"G1","Lgals3"
"Anxa2.1",0,-1.90182753229798,0.745,0.928,0,"G1","Anxa2"
"Grina.1",0,-1.98984030432974,0.426,0.813,0,"G1","Grina"
"Stfa2l1.1",0,-2.01465863376424,0.049,0.323,0,"G1","Stfa2l1"
"Fcer1g.1",0,-2.02981544371122,0.971,0.992,0,"G1","Fcer1g"
"Wfdc17.1",0,-2.04012733901879,0.115,0.383,0,"G1","Wfdc17"
"Fxyd5.1",0,-2.06455997709931,0.982,0.953,0,"G1","Fxyd5"
"Lst1.1",0,-2.0666115704723,0.863,0.944,0,"G1","Lst1"
"Clec4d.1",0,-2.0967752992142,0.28,0.706,0,"G1","Clec4d"
"Cxcr2.1",0,-2.1561666723758,0.189,0.789,0,"G1","Cxcr2"
"Cebpb.1",0,-2.18229942479226,0.972,0.953,0,"G1","Cebpb"
"Msrb1.1",0,-2.27148189751834,0.994,0.991,0,"G1","Msrb1"
"Lsp1.1",0,-2.27332948657722,0.531,0.945,0,"G1","Lsp1"
"Ifitm6.1",0,-2.30505797938755,0.409,0.595,0,"G1","Ifitm6"
"Gm5483.1",0,-2.36695660294878,0.056,0.302,0,"G1","Gm5483"
"Mmp8.1",0,-2.36901458069879,0.344,0.717,0,"G1","Mmp8"
"Mmp9.1",0,-2.40232186641294,0.232,0.875,0,"G1","Mmp9"
"S100a11.1",0,-2.41585864368576,0.997,0.999,0,"G1","S100a11"
"Dusp1.1",0,-2.42172444675747,0.627,0.782,0,"G1","Dusp1"
"Btg1.1",0,-2.42254284755236,0.845,0.922,0,"G1","Btg1"
"Cd52.1",0,-2.43862709043781,0.984,0.995,0,"G1","Cd52"
"Lyz2.1",0,-2.48935823769891,0.999,0.98,0,"G1","Lyz2"
"Tyrobp.1",0,-2.52520079488497,0.994,0.993,0,"G1","Tyrobp"
"Slpi.1",0,-2.62346096851433,0.934,0.967,0,"G1","Slpi"
"Lcn2.1",0,-2.71420673823886,0.987,0.818,0,"G1","Lcn2"
"Ifi27l2a.1",0,-2.92038449110279,0.339,0.727,0,"G1","Ifi27l2a"
"Il1b.1",0,-2.99848418458019,0.136,0.64,0,"G1","Il1b"
"Ccl6.1",0,-3.48269002299899,0.317,0.829,0,"G1","Ccl6"
"S100a6.1",0,-3.63848443018148,0.709,0.974,0,"G1","S100a6"
"Retnlg.1",0,-3.97428802916504,0.978,0.993,0,"G1","Retnlg"
"Ssrp1.1",1.97626258336499e-323,0.99830179578038,0.963,0.1,5.53313998090529e-319,"G1","Ssrp1"
"Mrpl23.1",7.70742407512345e-322,0.872671863221741,0.975,0.119,2.15792459255306e-317,"G1","Mrpl23"
