Gene symbol,G0,G1,G2,G3a,G4,G5a,G5b,G5c,G3b,,Top2a,Gene symbol,Mono,DC,B,T
Slc7a6os,0.207318533,0.176324144,0.126409524,0.057061616,0.03311498,0.101451392,0.149157132,0.087497561,0.024146619,,,Slc7a6os,0.175236166,0.28660528,0.320698912,0.2152312
Prmt7,0.358743007,0.306323437,0.011355996,0.00772684,0.010272156,0.006303837,0.01708505,0.009999478,0.009479248,,,Prmt7,0.067053132,0.179680619,0.232929278,0.204397005
Gm26786,0,0.000305836,0,0,0,0.000805704,0.003995191,0,0,,,Gm26786,0.002782986,0,0.000834727,0.002383827
Smpd3,0.003913068,0.002438206,0,0.001131016,0,0,0,0,0,,,Smpd3,0.000649187,0.003678337,0.021470168,0
Gm10629,0,0,0,0,0,0,0,0,0,,,Gm10629,0,0,0,0
Zfp90,0.049713133,0.023737723,0.005581418,0.002961476,0.003441197,0.002190199,0.002181459,0,0.005657478,,,Zfp90,0.058107466,0.128971437,0.061830789,0.034460278
6030452D12Rik,0,0,0,0,0,0,0,0,0,,,6030452D12Rik,0,0,0,0
Cdh3,0,0,0,0,0,0,0,0,0,,,Cdh3,0,0.00301148,0,0
Gm10073,4.421637054,3.623225664,0.570416456,0.376457119,0.314353625,0.821573359,1.559306079,0.709556334,0.474161659,,,Gm10073,2.853118813,3.758187525,4.436661979,11.56849159
1110028F18Rik,0,0,0,0,0,0.001182906,0.002279249,0,0,,,1110028F18Rik,0,0,0,0
Cdh1,0,0.001269248,0.000852716,0.001102944,0,0.003854433,0.0070068,0,0,,,Cdh1,0.001015953,0.456954741,0.00202013,0.007001018
Tango6,0.042004137,0.066389864,0.089188586,0.07870842,0.013362253,0.009882049,0.004292673,0.006042103,0.082010864,,,Tango6,0.022177007,0.045120881,0.055859887,0.050365435
Has3,0,0.001362137,0.000608306,0.000486169,0.00017319,0,0,0.004377042,0.018888452,,,Has3,0,0,0,0
Chtf8,0.475980298,0.438474729,0.321018092,0.13624794,0.084231087,0.118975139,0.272001736,0.153267215,0.190471883,,,Chtf8,0.278753584,0.458248313,0.48389645,0.462646783
Cirh1a,0.266826303,0.259969512,0.033389543,0.02073166,0.010567576,0.020165963,0.027356961,0.028100163,0.04676505,,,Cirh1a,0.075230122,0.135728872,0.145860333,0.260540971
Sntb2,0.058515253,0.104581201,0.121471653,0.14235476,0.137433266,0.208040302,0.139621628,0.164150627,0.182255335,,,Sntb2,0.097074148,0.025774168,0.065726013,0.247544853
Gm16208,0,0.000544736,0,0,0,0,0,0,0,,,Gm16208,0.000304855,0,0,0
Vps4a,0.257923732,0.186886104,0.18509884,0.112918085,0.064396384,0.049838596,0.118035956,0.088088059,0.088558693,,,Vps4a,0.280730909,0.276331995,0.324756206,0.234267128
Pdf,0.009828907,0.009132887,0.001752577,0.000381957,0,0.001136101,0.007842931,0,0,,,Pdf,0.010498048,0.030705462,0.013759187,0.009380083
Cog8,0.278451149,0.249794856,0.117666003,0.086545756,0.056736636,0.095148774,0.162669517,0.124378138,0.157469975,,,Cog8,0.250573071,0.273056953,0.314291934,0.272449901
Nip7,0.600578047,0.696312193,0.12476536,0.054670161,0.043769363,0.074357698,0.125557218,0.052538379,0.095547117,,,Nip7,0.308627336,0.410027674,0.499933855,0.472763545
Tmed6,0,0,0,0,0,0.00171443,0,0,0,,,Tmed6,0,0,0.00410309,0
Terf2,0.308807566,0.188611331,0.070907085,0.013423635,0.014374071,0.010869401,0.025104932,0.01048404,0,,,Terf2,0.07550827,0.164696284,0.209229557,0.127502645
Cyb5b,0.487354184,0.615946926,0.247705717,0.152511923,0.140919489,0.133832042,0.165392791,0.150952528,0.139293438,,,Cyb5b,0.371121052,0.626165109,0.661437649,0.401879035
Rps18-ps3,0.302919726,0.28403624,0.075256957,0.031863224,0.01076911,0.03829446,0.455695216,0.04644098,0.012102918,,,Rps18-ps3,0.430507705,0.433655473,0.564343529,1.252319622
Nfat5,0.495205773,0.148967053,0.130073404,0.255491912,0.348621349,0.53943639,0.578433655,0.56797992,0.421207986,,,Nfat5,0.241290815,0.151588288,0.506962699,0.235377976
Nqo1,0.025712955,0.002935289,0.008668984,0.01639904,0.027203738,0.008835003,0.020412346,0.008512522,0.045745079,,,Nqo1,0.004366533,0,0.002498383,0.000528678
Nob1,0.47486652,0.357483276,0.027536345,0.021143603,0.028617328,0.027417421,0.02640847,0.021214822,0.008591191,,,Nob1,0.196996498,0.346367548,0.33824621,0.429598611
Wwp2,0.225976525,0.21109189,0.158258373,0.163085926,0.172021977,0.229155289,0.262158678,0.239904272,0.167016845,,,Wwp2,0.15231702,0.165110821,0.232172487,0.097677257
Rps26-ps1,0.59827389,0.735383861,0.365380811,0.245375319,0.132907746,0.430242197,0.790809555,0.406841995,0.24828243,,,Rps26-ps1,1.359312381,1.505619041,1.927500856,2.893821786
Psmd7,1.704216151,1.839231262,0.324650915,0.124384117,0.109185702,0.07984646,0.180249839,0.064680151,0.172860436,,,Psmd7,0.675093409,0.837832351,0.827338798,0.686673613
Zfhx3,0.335371811,0.017283082,0.104358635,0.321285765,0.294046518,0.227419389,0.261118462,0.18888077,0.52664478,,,Zfhx3,0.275076342,0.19919049,0.060250457,0.014646398
Gm20686,0,0,0,0,0,0,0,0,0,,,Gm20686,0,0,0,0
D030068K23Rik,0,0,0,0,0,0,0,0,0,,,D030068K23Rik,0,0,0,0
Pmfbp1,0,0,0,0,0,0,0,0,0,,,Pmfbp1,0,0,0,0
Dhx38,0.245097661,0.296071375,0.134052305,0.173932563,0.196148204,0.272699724,0.267163398,0.29590101,0.241661597,,,Dhx38,0.211273797,0.177903,0.215462059,0.124284187
Txnl4b,0.04303354,0.049891196,0.048332619,0.104500207,0.153136206,0.362060503,0.327967981,0.3466213,0.074770206,,,Txnl4b,0.065216913,0.040952212,0.060949717,0.053129501
Hp,0.579467461,6.436792707,16.60544905,20.57093315,23.88469164,30.32383024,24.60186874,28.62902863,16.88232388,,,Hp,10.25241491,1.282409609,3.588595129,1.166368675
Dhodh,0.159018235,0.147808444,0.018624307,0.009645462,0.011659325,0.009547948,0.007933457,0.006099733,0.018523458,,,Dhodh,0.064483234,0.097146538,0.087229926,0.137860441
Pkd1l3,0.005701623,0.001450742,0,0,0,0,0,0,0,,,Pkd1l3,0,0,0.00283167,0.004145431
Ist1,0.330879861,0.226159292,0.218298108,0.293378903,0.289201922,0.492790532,0.66856956,0.785308368,0.45537817,,,Ist1,0.462559301,0.381667614,0.451021274,0.356531496
Zfp821,0.028127508,0.022339532,0.063308809,0.076522264,0.081327892,0.113539493,0.081381329,0.1498723,0.136722518,,,Zfp821,0.051464779,0.049938223,0.174153092,0.022836295
Atxn1l,0.067545432,0.070964915,0.052728745,0.04556549,0.053973066,0.061185478,0.069347503,0.107712056,0.037088783,,,Atxn1l,0.079203612,0.07492236,0.060793961,0.052191292
Ap1g1,0.188870305,0.242504546,0.154467251,0.168015357,0.161854147,0.235924976,0.201943648,0.303768423,0.367849051,,,Ap1g1,0.185483128,0.202732048,0.211801893,0.181277086
Gm17344,0.007802643,0.002963463,0,0.001888862,0,0.000939367,0,0,0,,,Gm17344,0.001750298,0,0.002310528,0
Phlpp2,0.060848404,0.047946632,0.012544017,0.000689966,0.001731642,0.001529884,0.006372367,0.004599199,0.016351198,,,Phlpp2,0.043572424,0.205828579,0.067396082,0.024656473
Marveld3,0,0,0,0,0,0,0,0,0,,,Marveld3,0,0,0,0
Tat,0,0,0,0,0,0,0,0,0,,,Tat,0,0,0,0
Chst4,0,0,0,0,0,0,0,0,0,,,Chst4,0,0,0,0
Zfp612,0.016369789,0.000535675,0,0,0,0,0.003112946,0,0,,,Zfp612,0,0,0.004736538,0.000632439
Gm17720,0,0,0,0,0,0,0,0,0,,,Gm17720,0,0,0,0
Gm21964,0,0,0,0,0,0,0,0,0,,,Gm21964,0,0,0,0
Calb2,0,0,0,0,0,0,0,0,0,,,Calb2,0,0,0,0
Cmtr2,0.026038791,0.032823944,0.007515834,0.001263338,0.002020135,0.001240194,0,0.015797509,0,,,Cmtr2,0.026911495,0.037754278,0.038395236,0.023735307
Gm26832,0,0,0,0,0,0,0,0,0,,,Gm26832,0,0,0,0
Hydin,0,0,0,0,0.001570035,0,0,0,0,,,Hydin,0,0,0,0
Vac14,0.208701602,0.221617636,0.052587466,0.044211195,0.017517602,0.023447036,0.049512724,0.021742743,0.037179612,,,Vac14,0.160278591,0.239837132,0.150609487,0.082866633
Mtss1l,0.010805962,0.001362004,0,0.000962774,0,0,0,0,0,,,Mtss1l,0.000893312,0.018200768,0.001035713,0
Il34,0,0,0,0,0,0,0,0,0,,,Il34,0,0,0,0.000726209
Gm15894,0.003584517,0,0,0,0,0,0,0,0,,,Gm15894,0,0,0,0
Gm15895,0,0,0,0,0,0,0,0,0,,,Gm15895,0,0,0,0
Sf3b3,0.719743014,0.608549434,0.175256046,0.073627704,0.033165555,0.062467305,0.076439811,0.079056037,0.040700484,,,Sf3b3,0.291241659,0.353545262,0.385063441,0.402120834
Cog4,0.12309853,0.134802537,0.10714662,0.063044508,0.05981206,0.08414213,0.082794657,0.072712302,0.061425826,,,Cog4,0.169624751,0.224401298,0.231701963,0.169619465
Gm26816,0.001509987,0.001820941,0,0.000310327,0,0,0,0,0,,,Gm26816,0.001529374,0.001781409,0,0.000531946
Fuk,0.039692077,0.035471017,0.029539338,0.023790434,0.016843329,0.011769257,0.016384301,0.004959762,0.063106406,,,Fuk,0.013861246,0.015706223,0.023031564,0.018337666
St3gal2,0.13068338,0.065327263,0.154856645,0.117094065,0.03922915,0.017560946,0.022187913,0.007136359,0.156918444,,,St3gal2,0.148615064,0.120779711,0.054359454,0.016897111
Ddx19a,0.31933145,0.323591279,0.140300462,0.041330792,0.01702495,0.021507151,0.043641163,0.024845764,0.047550325,,,Ddx19a,0.162415416,0.26510113,0.251476537,0.178100817
Ddx19b,0.059823119,0.054275442,0.020300296,0.004390966,0.001296596,0.004722289,0.002872448,0.004454057,0.030424593,,,Ddx19b,0.036651747,0.060905095,0.069094391,0.072476605
Aars,1.061761706,1.194604152,0.591334213,0.062436849,0.053662814,0.035532793,0.107284525,0.078773515,0.040877062,,,Aars,0.494209261,0.565198928,0.747695036,0.624663897
Clec18a,0,0.000792222,0,0,0,0,0,0,0,,,Clec18a,0,0,0,0
Pdpr,0.069962387,0.037432203,0.017598549,0.010979516,0.01210016,0.005564018,0.034834526,0.008205298,0,,,Pdpr,0.037117223,0.077060042,0.061325228,0.064339237
Glg1,0.399316586,0.417248083,0.142587173,0.117816047,0.112165122,0.11728704,0.189341504,0.12497581,0.177951377,,,Glg1,0.386509669,0.509417545,0.461660114,0.349075442
Rfwd3,0.254144307,0.281256595,0.24089156,0.044351339,0.032745161,0.025281162,0.033043956,0.023337414,0.078230825,,,Rfwd3,0.168506097,0.114951866,0.176115361,0.100775015
Mlkl,0.189091928,0.161678208,0.079644805,0.016561272,0.016718883,0.001287375,0.007014448,0.018812948,0.016227561,,,Mlkl,0.119405895,0.01559799,0.009248122,0.004340062
Fa2h,0,0,0,0,0,0,0,0,0,,,Fa2h,0,0,0,0
Wdr59,0.040398126,0.02235458,0.003500909,0.004040457,0.002211803,0.006869587,0.009496364,0.00236027,0,,,Wdr59,0.013089833,0.03089914,0.034346873,0.033909232
Znrf1,0.673609961,0.344890127,0.265436798,0.347296898,0.608897916,0.728682789,0.635803263,0.772374368,0.443486134,,,Znrf1,0.282899586,0.345410593,0.305708246,0.454377611
Ldhd,0.014529196,0.00432301,0.002788153,0.001737179,0.002516144,0,0,0,0,,,Ldhd,0,0,0.002093059,0.002619469
Zfp1,0.156734274,0.06534927,0.021433952,0.010372516,0.019291612,0.024282503,0.038471104,0.038473619,0.011138289,,,Zfp1,0.035340633,0.214731623,0.320907365,0.132687207
Ctrb1,0,0,0,0,0,0,0,0,0,,,Ctrb1,0,0,0,0
Bcar1,0,0,0,0,0,0,0,0,0,,,Bcar1,0,0,0,0
Cfdp1,1.120605219,0.888403946,0.383386412,0.358054699,0.110892595,0.134854818,0.226572846,0.191204801,0.346378048,,,Cfdp1,0.554815564,0.834170717,0.75070601,0.629533299
Tmem170,0.009172791,0.007616732,0.014757198,0.01478536,0.007758584,0.008074721,0.007905185,0.010428105,0.021358021,,,Tmem170,0.004533057,0.003422663,0.008877689,0.003521146
Chst5,0,0,0.000996181,0.000303773,0,0,0,0,0,,,Chst5,0,0,0,0
Tmem231,0.01625174,0.000449234,0,0.000469668,0,0,0,0,0,,,Tmem231,0,0.041036811,0.002958658,0.00075813
Gabarapl2,1.094877334,0.780591718,1.117633066,1.907729406,1.828734536,2.181019839,2.652558668,2.080981185,1.719500234,,,Gabarapl2,1.519475621,2.580027536,1.808089053,1.856049705
Adat1,0.079133189,0.049734894,0.010198471,0.001576861,0.003540415,0.002133949,0.013193742,0.010981382,0,,,Adat1,0.02172001,0.067400905,0.059411075,0.090621734
Kars,0.721648291,0.671822749,0.168561376,0.046924201,0.031712267,0.047759162,0.046625136,0.016930444,0.043904491,,,Kars,0.25691188,0.369154797,0.307124138,0.318859371
Terf2ip,0.16026384,0.109617723,0.046981142,0.042676645,0.059766471,0.09006508,0.151937578,0.102454117,0.141737262,,,Terf2ip,0.127437226,0.231632165,0.275277199,0.204834486
Gm6793,0.023779464,0.013802901,0.022968054,0.007862854,0.002894014,0.002344908,0.005766309,0.002761516,0.006475585,,,Gm6793,0.029961046,0.048575798,0.038466836,0.037524628
Gm26994,0,0,0,0,0,0,0,0,0,,,Gm26994,0,0,0,0
Cntnap4,0,0,0,0,0,0,0,0,0,,,Cntnap4,0,0,0,0
Mon1b,0.084898058,0.060034983,0.073223459,0.046395907,0.057398612,0.076053126,0.070293641,0.086276687,0.02766669,,,Mon1b,0.079445089,0.128855999,0.08408323,0.07451956
Syce1l,0,0,0.0006188,0,0,0.001186362,0,0,0,,,Syce1l,0.000661259,0,0,0
Adamts18,0,0,0,0,0,0,0,0,0,,,Adamts18,0,0,0,0
Nudt7,0.107991091,0.070401124,0.145451838,0.138209797,0.096077472,0.103368877,0.115720835,0.12850176,0.161648551,,,Nudt7,0.103371292,0.090325267,0.073281093,0.071664327
Vat1l,0,0,0,0,0,0,0,0,0,,,Vat1l,0.000348171,0,0,0
4933408N05Rik,0,0,0,0,0,0,0,0,0,,,4933408N05Rik,0.00064327,0,0,0
Clec3a,0,0,0,0,0,0,0,0,0,,,Clec3a,0,0,0,0
Wwox,0.178698099,0.114533725,0.04126052,0.014954192,0.011102709,0.014461501,0.018090337,0.013091283,0.006958114,,,Wwox,0.054930085,0.08325165,0.064013246,0.063604278
Gm16116,0.002562983,0.00502301,0.011557936,0.023318154,0.013960252,0.000667729,0.001559738,0,0.028087333,,,Gm16116,0.000606929,0,0.001930293,0.000873683
Gm16117,0,0,0,0,0,0,0,0,0,,,Gm16117,0,0,0,0
Gm16118,0,0,0,0,0,0,0,0,0,,,Gm16118,0,0,0,0
Maf,0.020667881,0.005695824,0.003303262,0.012182947,0.017805399,0.057274954,0.095197884,0.035793131,0.083685592,,,Maf,0.262334026,0.011878799,0.056924544,0.095416067
Gm15655,0,0,0,0,0,0,0,0,0,,,Gm15655,0.000644898,0,0.000834727,0
Dynlrb2,0,0.000412521,0,0,0,0,0,0,0,,,Dynlrb2,0.000538272,0,0,0
Cdyl2,0.061618391,0.057967557,0.066738302,0.032900847,0.013801958,0.010332543,0.01036586,0.004351959,0.021522371,,,Cdyl2,0.039724981,0.173561849,0.166376345,0.154762873
Cmc2,0.533419211,0.737916431,1.080349648,0.11750577,0.100186727,0.100997476,0.106524946,0.088666931,0.133888056,,,Cmc2,0.417698195,0.269212414,0.467978396,0.234392538
Cenpn,0.114378716,0.118501895,0.099231691,0.005577026,0.004252145,0.002667313,0,0,0,,,Cenpn,0.04859018,0.016240495,0.083332883,0.004539543
Atmin,0.18792267,0.085039891,0.022944213,0.02031001,0.018861067,0.022907318,0.03226714,0.014981237,0.015476714,,,Atmin,0.093445724,0.081649563,0.110773998,0.086200564
1700030J22Rik,0.003159598,0.000379149,0.001138094,0.001509329,0.002921102,0.001715243,0,0.005912734,0,,,1700030J22Rik,0.008655832,0.002668758,0.002384407,0.001011388
Gcsh,0.487456079,0.403999898,0.012677403,0.015458168,0.020484918,0.015806148,0.017922025,0.015222026,0.080951008,,,Gcsh,0.125527884,0.130700117,0.101637179,0.120824413
Pkd1l2,0.001656307,0.001411909,0,0,0,0.002087394,0.010173535,0,0,,,Pkd1l2,0.003638478,0.005607858,0,0.005557572
Gm15395,0,0,0,0,0,0,0,0,0,,,Gm15395,0,0,0,0
Bco1,0.002509433,0.019598441,0,0,0.000351401,0,0,0,0,,,Bco1,0.000559819,0,0,0.00259314
Gan,0.202374239,0.095142593,0.023532369,0.009611539,0.005926429,0.004205823,0.009972034,0.012130148,0,,,Gan,0.100650886,0.176379141,0.084967216,0.08351409
Cmip,0.706762981,0.528399161,0.449027879,0.77301774,0.972828929,1.376501763,1.788228074,1.556829211,1.085273706,,,Cmip,0.74384857,0.53764255,0.644633048,0.478653993
Plcg2,0.456711426,0.357487295,0.396115911,0.404989778,0.383009566,0.423619061,0.552896997,0.385191807,0.685158282,,,Plcg2,0.856007178,0.581534508,0.797250045,0.05464402
Sdr42e1,0.012860823,0.010360306,0.005013806,0.002773811,0.0009721,0.00256304,0,0,0.019261757,,,Sdr42e1,0.008643121,0.01871461,0.01190025,0.007756631
Hsd17b2,0,0,0.002287201,0.009134693,0.024529959,0.041701447,0.048571904,0.015602051,0.019743252,,,Hsd17b2,0.003288885,0,0.005802551,0.000789867
Mphosph6,0.386498934,0.322064243,0.152449355,0.048224659,0.026737726,0.028041175,0.02669778,0.017567253,0.041755972,,,Mphosph6,0.13818168,0.183359602,0.155863681,0.158670738
Cdh13,0,0,0,0,0,0.000950041,0,0,0,,,Cdh13,0,0,0.006564852,0.003957038
Hsbp1,1.505677183,1.429494274,0.818264544,1.091679894,1.180351013,1.469848673,2.168274729,1.58899836,0.966938522,,,Hsbp1,1.309820596,1.463064876,1.299613152,0.87884647
Mlycd,0.138868448,0.143447635,0.077252442,0.037829191,0.026529291,0.044262505,0.067289838,0.025384691,0.086681,,,Mlycd,0.114695798,0.207178978,0.112115751,0.160619477
Osgin1,0.035183203,0.01088987,0.047901885,0.225505918,0.346203623,0.65823833,1.080965522,0.872579672,0.446103889,,,Osgin1,0.075353434,0.038534038,0.099963631,0.043912644
Necab2,0,0,0,0,0.001139129,0,0,0,0,,,Necab2,0,0,0,0
Slc38a8,0,0,0,0,0,0,0,0,0,,,Slc38a8,0,0,0,0
Mbtps1,0.268686152,0.18491227,0.060536713,0.047321113,0.051181604,0.053326925,0.06022176,0.029129463,0.069914392,,,Mbtps1,0.174907896,0.300646611,0.230258921,0.252014613
Hsdl1,0.14157277,0.2652972,0.256179446,0.18271774,0.104691776,0.1498558,0.204366579,0.164735074,0.149657236,,,Hsdl1,0.170585761,0.252694142,0.309919658,0.254699176
Dnaaf1,0,0,0.000926645,0,0,0,0,0,0,,,Dnaaf1,0,0.007062867,0.002347869,0.000617116
Taf1c,0.082764204,0.064209052,0.027807457,0.028443041,0.026847042,0.037503183,0.041124687,0.014472149,0.075582354,,,Taf1c,0.049631534,0.057291101,0.111076405,0.094871577
Adad2,0,0,0,0,0,0,0,0,0,,,Adad2,0,0,0,0
Kcng4,0,0,0,0,0,0,0,0,0,,,Kcng4,0,0,0,0
Wfdc1,0,0,0,0,0,0,0,0,0,,,Wfdc1,0,0,0,0
Atp2c2,0.001576601,0,0,0,0,0,0,0.001547659,0,,,Atp2c2,0,0,0.00070191,0.000671525
Tldc1,0.009845352,0.001368672,0.001314019,0.00058995,0,0,0.000471195,0,0.008591191,,,Tldc1,0.003154738,0,0.002472195,0.001720271
Cotl1,0.899164645,1.946331753,5.573542727,6.342347765,6.896802582,8.146445357,9.34304718,8.371023839,6.506403844,,,Cotl1,7.362096937,1.043259801,4.237865124,5.133277534
Klhl36,0.062454696,0.048853091,0.087257266,0.079937363,0.084165618,0.046033131,0.066392671,0.050645045,0.060103703,,,Klhl36,0.087018322,0.081285982,0.082145228,0.061374164
Usp10,0.449968196,0.279124748,0.03011898,0.015388944,0.009540893,0.006166468,0.024840241,0.00294153,0,,,Usp10,0.0848361,0.171655676,0.154700438,0.163177495
Gm20388,0,0,0,0,0,0,0,0,0,,,Gm20388,0,0,0,0
Crispld2,0.007965245,0.030185013,0.344223853,0.984873274,1.176404224,0.839329614,0.694590547,0.822451115,0.934593022,,,Crispld2,0.105166924,0.06277276,0.162415126,0.037131484
Gm15684,0,0,0,0.000600365,0,0,0,0,0,,,Gm15684,0,0.003103506,0,0
Zdhhc7,0.082646722,0.140333723,0.132696205,0.124810545,0.141487662,0.217454055,0.260486962,0.211362094,0.167691665,,,Zdhhc7,0.367170861,0.131446398,0.169289509,0.154620438
A130014A01Rik,0.015561927,0.014850896,0.042717599,0.096347734,0.29316557,0.467277009,0.542016091,0.425212839,0.091731683,,,A130014A01Rik,0.209964194,0.05800856,0.092023561,0.072873342
6430548M08Rik,0.023292361,0.011970864,0.316876012,0.648717135,0.615262119,0.58761432,0.657584686,0.453111807,0.809527808,,,6430548M08Rik,0.284237593,0.028840903,0.136874561,0.026553985
Fam92b,0,0,0,0,0,0,0,0,0,,,Fam92b,0,0,0,0
A330074K22Rik,0,0,0,0,0,0,0,0,0,,,A330074K22Rik,0,0,0,0
Gse1,0.660597875,0.165087299,0.10913084,0.082210272,0.102519158,0.194464585,0.190923663,0.20551795,0.188594992,,,Gse1,0.099349391,0.065401419,0.231502298,0.135791571
Gins2,0.412402537,0.583928544,0.194967255,0.027090072,0.025862978,0.007990704,0.002267975,0.004117054,0.053318767,,,Gins2,0.127980637,0.070242426,0.136707431,0.024077755
Gm10614,0.007745907,0.001529002,0,0,0,0,0.002764331,0,0,,,Gm10614,0.000663939,0.002891992,0.004523276,0
Gm26739,0.004606873,0,0,0,0,0,0,0,0,,,Gm26739,0,0,0,0.0012395
1190005I06Rik,0.023190215,0.001679233,0.001205307,0.000399646,0.001087743,0,0.006562127,0,0,,,1190005I06Rik,0.004035569,0.018236964,0.005839978,0.001031851
Gm27021,0,0,0,0,0,0,0,0,0,,,Gm27021,0,0,0,0
Gm26537,0,0,0,0,0,0,0,0,0,,,Gm26537,0,0,0,0
Emc8,0.548155134,0.613019483,0.286668725,0.09269869,0.081652797,0.071822948,0.171520785,0.0677691,0.127707227,,,Emc8,0.388059786,0.685354561,0.38632322,0.26056371
Cox4i1,8.162200133,10.44017094,6.7538718,5.965146871,4.82939821,6.236737043,8.200800427,6.720132638,6.272428195,,,Cox4i1,12.97319504,10.74727902,7.829653366,7.592713978
Gm26878,0,0,0,0,0,0,0,0,0,,,Gm26878,0,0,0,0
Gm28324,0,0,0,0,0,0,0,0,0,,,Gm28324,0,0,0,0
Fendrr,0,0,0,0,0,0,0,0,0,,,Fendrr,0,0,0,0
Foxf1,0,0.000308304,0,0,0,0,0,0,0,,,Foxf1,0,0,0,0
Mthfsd,0.10049231,0.121971176,0.034896827,0.037282458,0.020126504,0.023591626,0.031006629,0.05352292,0.056792027,,,Mthfsd,0.106749392,0.158898614,0.178649008,0.125876765
Foxc2,0,0,0,0,0,0,0,0,0,,,Foxc2,0,0,0,0
Foxl1,0,0,0,0,0,0,0,0,0,,,Foxl1,0,0,0,0
5033426O07Rik,0,0,0,0,0,0,0,0,0,,,5033426O07Rik,0,0,0,0
Gm26815,0,0,0,0,0,0,0,0,0,,,Gm26815,0,0,0,0
Gm26747,0,0,0,0,0,0,0,0,0,,,Gm26747,0,0,0,0
Gm26784,0,0,0,0,0,0,0,0,0,,,Gm26784,0,0,0,0
1700018B08Rik,0,0,0,0,0.001535961,0,0,0,0,,,1700018B08Rik,0,0,0,0.000503989
Gm27045,0,0,0,0,0,0,0,0,0,,,Gm27045,0,0,0,0
1700030M09Rik,0,0,0,0,0,0,0,0,0,,,1700030M09Rik,0,0,0,0
Fbxo31,0.126692094,0.17770002,0.073182031,0.219696634,0.460862813,1.169647831,1.383009873,1.033641739,0.329044302,,,Fbxo31,0.156609365,0.169997711,0.201747081,0.210513725
Map1lc3b,1.865784806,1.411209042,1.174548074,4.020601022,7.914594676,13.92418302,16.60164201,13.76901322,5.015946418,,,Map1lc3b,3.084881679,3.212264574,4.012011143,2.499833391
Zcchc14,0,0.000515132,0,0,0.001511257,0,0,0.004495253,0,,,Zcchc14,0.000217401,0,0.000796085,0
Gm27030,0,0,0,0,0,0,0,0,0,,,Gm27030,0,0,0,0
Jph3,0,0.000794485,0.00154414,0.003136663,0.012653845,0.006331304,0.001330241,0.006038422,0,,,Jph3,0.000401853,0,0.000855219,0
Klhdc4,0.135083059,0.211421179,0.179844608,0.381266388,0.81139577,0.352370251,0.200337435,0.290325075,0.422699722,,,Klhdc4,0.151109307,0.18642641,0.261336816,0.172742312
Gm20406,0.006538957,0.0063252,0.027264611,0.316422482,0.728382017,0.991405886,0.89906367,0.927708918,0.560278446,,,Gm20406,0.045138503,0.028487934,0.136836486,0.033555011
Gm26812,0,0,0.000590454,0,0,0,0,0,0,,,Gm26812,0,0.003444428,0.004698314,0
9530085P06Rik,0,0,0,0,0,0,0,0,0,,,9530085P06Rik,0,0,0,0
Slc7a5,0.039919624,0.051938926,0.004150455,0.010334058,0.006932133,0.004138215,0,0.012690186,0,,,Slc7a5,0.012071318,0.046807043,0.017350588,0.015486748
BC048644,0,0.001115013,0,0,0,0,0,0,0,,,BC048644,0,0.003857066,0,0.002014947
Car5a,0.009334193,0.004732016,0.000826903,0.003362352,0.000130604,0.003481455,0.011542334,0.004844764,0,,,Car5a,0.003867465,0.017735959,0.009039757,0.006974339
Gm27011,0.001576601,0.000966136,0,0,0,0,0,0,0,,,Gm27011,0.001710115,0,0,0.000912043
Banp,0.28071411,0.174009642,0.176179925,0.072479537,0.074018692,0.126586623,0.227420736,0.145830393,0.136743394,,,Banp,0.197113902,0.303113442,0.368052265,0.263827686
Gm22,0,0,0,0,0,0,0,0,0,,,Gm22,0,0,0,0.000884115
Zfpm1,0.631034196,0.028908314,0.006871091,0.007663813,0.006242465,0.000704292,0.00750975,0.002238929,0.027029681,,,Zfpm1,0.006808468,0.003475193,0.196507979,0.139424718
Trhr2,0,0,0,0,0,0,0,0,0,,,Trhr2,0,0,0,0
Zc3h18,0.639725812,0.422388177,0.228186579,0.072925696,0.064169527,0.061522939,0.160093392,0.048486436,0.037182414,,,Zc3h18,0.265304893,0.329577811,0.419529912,0.340604604
Il17c,0,0,0,0,0,0,0,0,0,,,Il17c,0,0.004854034,0,0
Cyba,1.976311881,7.100630635,21.82668845,21.99914708,16.32669641,17.93110706,20.58247288,19.00427885,20.08586045,,,Cyba,20.23393161,10.98260331,9.169304325,5.1537231
Mvd,0.048327295,0.071961091,0.038073637,0.064535721,0.040584332,0.028509705,0.041303441,0.042641873,0.077127304,,,Mvd,0.338869837,0.393393656,0.061484684,0.101191151
Snai3,0.003585527,0.003732537,0.002184613,0,0.001412543,0.00307499,0,0,0,,,Snai3,0.001356426,0.022487107,0.014651811,0.100501408
Rnf166,0.419207942,0.318580432,0.506340029,0.31994832,0.218312329,0.274878891,0.401083181,0.285784412,0.363370028,,,Rnf166,0.659084185,0.635774995,0.238371032,0.571022766
Ctu2,0.163950599,0.200107109,0.092525052,0.04801626,0.022279179,0.039485284,0.053295851,0.026995875,0.035040414,,,Ctu2,0.135098601,0.204462474,0.25557811,0.252088652
Piezo1,0.185655771,0.14744244,0.036806228,0.017735403,0.023651567,0.019142018,0.011812016,0.013663797,0.036457012,,,Piezo1,0.165879686,0.062042854,0.09920615,0.098215556
